"Participant","Stimulus","Trial_dur","Tracking_ratio","Trial","Blank_fix_count","Blank_fix_time","Blanks_fix_time_pct","Image_fix_count","Image_fix_time","Image_fix_time_pct","Text_fix_count","Text_fix_time","Text_fix_time_pct","Fix_count","Total_fix_dur","Saccade_count","Total_saccade_dur","Total_saccade_amp","Total_saccade_velocity","Blink_count","Condition","ws_Text","ws_Image","ws_dash","Text_Image","Text_ws","Text_dash","Image_Text","Image_ws","Image_dash","dash_Image","dash_Text","dash_ws","total_alt"
"S137","12 standard.jpg",13972.7,0.2,"Trial006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"standard",0,0,0,0,0,0,0,0,0,0,0,0,0
"S137","13 standard.jpg",13505.8,0,"Trial007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"standard",0,0,0,0,0,0,0,0,0,0,0,0,0
"S137","14-15 standard.jpg",20767.1,24.9,"Trial008",2,200.3,1,3,317.2,1.5,0,0,0,6,868.1,6,2103.5,559.5,1300.2,15,"standard",1,0,1,0,1,0,0,0,0,1,0,0,4
"S14","2-3 partially separated.jpg",80616.5,95.4,"Trial001",3,1135,1.4,4,918.2,1.1,70,72815.9,90.3,77,74869.1,78,1869.6,326.1,10170.9,17,"partial",21,0,0,1,21,12,2,0,0,0,12,0,69
"S14","4 partially separated.jpg",89827.8,95.8,"Trial002",4,567.6,0.6,14,3488.8,3.9,68,77464,86.2,89,82087.8,90,2604.1,360.7,11185.4,19,"partial",4,0,2,5,5,11,5,0,1,1,12,1,47
"S14","5 partially separated.jpg",50243,95.2,"Trial003",2,634.2,1.3,3,784.5,1.6,30,45055.2,89.7,35,46473.9,33,868.3,110.2,3868.2,11,"partial",8,0,0,2,8,5,2,0,0,0,5,0,30
"S14","6-7 partially separated.jpg",109977.7,92,"Trial004",10,2320.5,2.1,10,2921.3,2.7,92,91530.4,83.2,112,96772.1,110,3522.6,505.2,11280.3,23,"partial",33,1,5,4,28,15,2,3,0,0,13,7,111
"S14","8-9 standard.jpg",104258.3,94.6,"Trial005",21,6460.7,6.2,39,12736.6,12.2,76,74652.5,71.6,136,93849.8,132,4023.1,487.1,10797.8,23,"standard",40,31,0,23,42,15,25,29,3,3,15,0,226
"S14","12 standard.jpg",68325.5,94.9,"Trial006",4,935.8,1.4,16,4023.4,5.9,65,57673.8,84.4,85,62633,78,1953.9,209.8,5104.3,17,"standard",9,5,0,13,8,7,12,6,0,0,7,0,67
"S14","13 standard.jpg",82418.5,93.6,"Trial007",5,3271.7,4,18,7829.3,9.5,68,64085.7,77.8,92,75320.3,76,2253.6,149.7,3384.1,18,"standard",11,6,0,10,11,21,10,5,4,3,20,1,102
"S14","14-15 standard.jpg",110907.5,92.1,"Trial008",2,1151.7,1,38,12476.4,11.2,124,83897.2,75.6,165,97644.3,149,4162.7,211.7,5458.7,26,"standard",19,19,0,25,16,42,23,21,13,12,42,1,233
"Y39","2-3 partially separated.jpg",18303.9,94.7,"Trial001",1,217,1.2,9,2170.2,11.9,32,13788.5,75.3,43,16275.9,41,968.2,57.5,2011.7,3,"partial",2,0,0,2,0,3,1,2,1,1,2,0,14
"Y39","4 partially separated.jpg",17870.6,87.3,"Trial002",2,283.8,1.6,8,3095.5,17.3,24,11089.4,62.1,34,14468.7,35,1057.6,140.9,4325.6,4,"partial",3,1,0,2,3,2,2,2,0,0,2,0,17
"Y39","5 partially separated.jpg",7294.8,87.5,"Trial003",1,116.8,1.6,3,1118.4,15.3,21,4389.6,60.2,25,5624.7,24,785.9,32.2,834.8,2,"partial",3,0,1,1,3,4,0,0,0,0,4,1,17
"Y39","6-7 partially separated.jpg",20084.3,95.9,"Trial004",0,0,0,15,4106.6,20.4,34,13739.1,68.4,49,17845.6,47,1318.8,103.7,2852.8,3,"partial",1,0,0,5,1,1,4,0,0,0,1,0,13
"Y39","8-9 standard.jpg",16332.9,95.9,"Trial005",1,233.7,1.4,13,3338.7,20.4,27,10700.4,65.5,41,14272.8,41,1118.5,75.9,2249.1,3,"standard",5,2,0,8,4,0,7,3,0,0,0,0,29
"Y39","12 standard.jpg",14021.7,93.8,"Trial006",1,133.5,1,10,3455.7,24.6,14,8914.2,63.6,25,12503.4,23,567.6,22,750.4,2,"standard",5,4,0,6,5,1,6,3,1,1,1,0,33
"Y39","13 standard.jpg",11358.3,90.7,"Trial007",1,166.9,1.5,7,2503.9,22,17,6860.5,60.4,25,9531.4,26,751.9,77.6,2263.1,3,"standard",1,2,1,2,2,1,3,1,0,0,1,0,14
"Y39","14-15 standard.jpg",22021.7,79.7,"Trial008",2,550.9,2.5,11,3172,14.4,26,12737.9,57.8,39,16460.8,39,1185.3,111.7,2330.6,6,"standard",9,4,1,4,8,9,3,5,0,0,9,1,53
"Y41","2-3 partially separated.jpg",29358.5,95.5,"Trial001",0,0,0,3,868.2,3,21,26141.6,89,24,27009.8,24,484.1,35.8,1622.7,2,"partial",2,0,0,0,2,4,1,0,0,0,4,0,13
"Y41","4 partially separated.jpg",26744.4,94.1,"Trial002",2,300.5,1.1,11,3980.2,14.9,19,20224.1,75.6,32,24504.9,31,719.5,45.7,1546.6,1,"partial",2,1,0,3,1,3,2,2,0,0,3,0,17
"Y41","5 partially separated.jpg",16538.3,93.1,"Trial003",2,284.4,1.7,8,2185.4,13.2,17,11936.8,72.2,27,14406.7,26,703.4,38.6,1110.9,3,"partial",3,1,0,1,3,1,1,1,4,4,1,0,20
"Y41","6-7 partially separated.jpg",49726.7,95.3,"Trial004",2,384,0.8,34,9298.6,18.7,34,35405.8,71.2,70,45088.4,69,1802.9,144.8,4908.4,4,"partial",2,2,0,4,1,6,3,3,1,1,6,0,29
"Y41","8-9 standard.jpg",48523.1,96.5,"Trial005",1,303.5,0.6,15,4036.3,8.3,39,41282.1,85.1,55,45621.9,53,1203.3,70.3,2526.3,4,"standard",8,3,0,12,7,5,12,4,0,0,5,0,56
"Y41","12 standard.jpg",21115.1,88.2,"Trial006",2,270.9,1.3,4,1964.8,9.3,16,15476.6,73.3,23,17833.7,23,620.8,43.5,785,3,"standard",8,2,2,1,9,1,2,0,1,1,1,3,31
"Y41","13 standard.jpg",41966.4,96.7,"Trial007",1,1685.9,4,27,10316.8,24.6,38,27326.4,65.1,66,39329.2,63,1386,63.6,2381.9,2,"standard",14,5,0,13,13,5,12,6,2,2,5,0,77
"Y41","14-15 standard.jpg",32028.3,91.5,"Trial008",1,383.9,1.2,8,3772.9,11.8,31,24356,76,40,28512.8,37,818.4,73.7,2341.1,4,"standard",7,0,1,3,7,3,3,0,0,0,3,1,28
"Y43","2-3 partially separated.jpg",25379.4,87.9,"Trial001",38,7345,28.9,9,1369,5.4,17,2837.8,11.2,64,11551.8,60,10333,1085.4,6651.8,11,"partial",3,11,11,0,4,7,2,10,0,0,7,11,66
"Y43","4 partially separated.jpg",19567.5,79.5,"Trial002",9,1267.7,6.5,0,0,0,25,3642.8,18.6,34,4910.5,32,6645,1259.4,7292.8,9,"partial",11,0,5,0,10,14,0,0,0,0,13,6,59
"Y43","5 partially separated.jpg",11192.9,66,"Trial003",17,2350.7,21,0,0,0,4,751.2,6.7,21,3101.9,20,3284.2,846.1,4210.3,5,"partial",4,0,5,0,4,2,0,0,0,0,2,5,22
"Y43","6-7 partially separated.jpg",25845.5,88.7,"Trial004",19,3229.6,12.5,5,1018.4,3.9,48,8881,34.4,72,13129,70,8688.9,884.6,7078.3,11,"partial",16,10,4,2,13,5,0,13,1,1,5,4,74
"Y43","8-9 standard.jpg",24159.5,81.6,"Trial005",6,667.7,2.8,18,2337,9.7,10,1361.4,5.6,34,4366.1,32,8445.5,1644.7,4881.9,9,"standard",2,1,0,4,3,3,4,0,12,12,3,0,44
"Y43","12 standard.jpg",17602.2,55.8,"Trial006",5,684.4,3.9,17,1952.1,11.1,6,851.4,4.8,28,3487.9,27,2721.2,518.4,3859.5,22,"standard",1,6,3,10,4,2,13,4,8,9,2,2,64
"Y43","13 standard.jpg",19535.7,72.8,"Trial007",16,2053.3,10.5,28,4657.2,23.8,0,0,0,44,6710.5,32,4323.6,723.9,4399.2,13,"standard",1,7,11,1,1,0,0,11,16,18,1,8,75
"Y43","14-15 standard.jpg",22789.1,79.6,"Trial008",17,2719.8,11.9,28,6046.3,26.5,0,0,0,45,8766.1,42,4822.2,671.2,4605.8,10,"standard",0,6,12,0,0,0,0,6,20,21,0,11,76
"Y45","2-3 partially separated.jpg",52623.3,94.2,"Trial001",23,4440.2,8.4,15,3822.9,7.3,57,32452.6,61.7,97,41066.3,94,8597,605.8,5032.4,6,"partial",25,0,4,3,24,6,2,2,1,1,7,3,78
"Y45","4 partially separated.jpg",36071.1,94,"Trial002",2,267,0.7,17,3839.7,10.6,37,25357.2,70.3,56,29463.9,54,2537.5,188.2,2869.4,5,"partial",2,0,0,5,0,8,3,2,2,2,8,0,32
"Y45","5 partially separated.jpg",31308.7,90.8,"Trial003",1,150.2,0.5,13,3269.9,10.4,30,21968.2,70.2,44,25388.3,39,3108.2,259.1,1741.4,3,"partial",3,0,0,2,3,8,2,0,4,4,8,0,34
"Y45","6-7 partially separated.jpg",63614.6,93.9,"Trial004",6,868.2,1.4,48,13252,20.8,58,41617.1,65.4,112,55737.4,110,3007.4,171.4,4436.1,6,"partial",13,2,1,6,10,10,4,4,7,7,10,1,75
"Y45","8-9 standard.jpg",65492.5,94.4,"Trial005",2,767.9,1.2,51,16608.6,25.4,64,41049.7,62.7,117,58426.2,114,3173.7,178.8,4826,5,"standard",9,10,0,21,7,12,20,12,7,7,12,0,117
"Y45","12 standard.jpg",63480.5,96.2,"Trial006",3,600.9,0.9,58,16810.6,26.5,74,39095.9,61.6,135,56507.4,134,4557.3,374.1,4442.1,4,"standard",18,7,1,18,17,7,18,8,4,4,7,1,110
"Y45","13 standard.jpg",66313.7,79.1,"Trial007",6,1350.7,2,37,7617.9,11.5,74,35273.7,53.2,120,44694.8,116,7258.3,913,7289.3,9,"standard",9,11,2,13,14,11,18,8,9,11,11,0,117
"Y45","14-15 standard.jpg",37851.4,94.4,"Trial008",3,634.2,1.7,27,6460.5,17.1,47,23116.4,61.1,77,30211.2,75,5659.6,441,2615,3,"standard",5,2,4,4,4,9,4,3,4,4,9,4,56
